 1.01626E-02 2.77560E-02 4.69220E-02 7.55122E-02 8.01098E-02
 1.69377E-02 2.77567E-02 4.69217E-02 7.55081E-02 8.01042E-02
 2.82486E-02 2.77587E-02 4.69209E-02 7.48687E-02 8.00886E-02
 4.70810E-02 2.77642E-02 4.57650E-02 7.48354E-02 8.00452E-02
 7.86164E-02 2.77798E-02 4.57529E-02 7.47432E-02 7.93433E-02
 1.32275E-01 2.78242E-02 4.57206E-02 7.44879E-02 7.89952E-02
 2.19298E-01 2.79552E-02 4.47202E-02 7.26137E-02 7.70275E-02
 3.78788E-01 2.83734E-02 4.44726E-02 7.06904E-02 7.44455E-02
 6.41026E-01 2.87930E-02 4.43190E-02 6.66558E-02 6.97374E-02
 1.01626E+00 3.28800E-02 4.65910E-02 5.91438E-02 6.68118E-02
 1.70068E+00 5.57155E-02 6.69755E-02 5.46386E-02 7.07309E-02
 2.87356E+00 1.03406E-01 1.27998E-01 4.59972E-02 1.38520E-01
 4.90196E+00 1.80362E-01 2.30681E-01 1.71001E-01 2.58245E-01
 8.33333E+00 2.67368E-01 3.63341E-01 3.70050E-01 1.00000E+01
 1.30208E+01 3.37033E-01 4.81153E-01 4.99465E-01 1.00000E+01
 2.19298E+01 3.88742E-01 5.66118E-01 5.84654E-01 1.00000E+01
 3.62319E+01 4.21586E-01 6.19942E-01 7.79719E-01 1.00000E+01
 6.41026E+01 4.41137E-01 6.51886E-01 8.67039E-01 1.00000E+01
 1.04167E+02 4.55964E-01 6.71398E-01 9.14440E-01 1.00000E+01
