 1.01626E-02 5.76556E-02 8.01971E-02 1.11088E-01 1.14776E-01
 1.69377E-02 5.76728E-02 8.02163E-02 1.09967E-01 1.14795E-01
 2.82486E-02 5.62755E-02 8.02697E-02 1.10021E-01 1.14846E-01
 4.70810E-02 5.64013E-02 8.04183E-02 1.09296E-01 1.13905E-01
 7.86164E-02 5.67516E-02 8.08329E-02 1.09697E-01 1.14284E-01
 1.32275E-01 5.77406E-02 8.20075E-02 1.10840E-01 1.14449E-01
 2.19298E-01 6.05381E-02 8.53598E-02 1.14148E-01 1.17382E-01
 3.78788E-01 6.84520E-02 9.50038E-02 1.23834E-01 1.27805E-01
 6.41026E-01 8.92549E-02 1.20807E-01 1.51996E-01 1.59149E-01
 1.01626E+00 1.42000E-01 1.83651E-01 2.28481E-01 2.08112E-01
 1.70068E+00 2.30282E-01 3.05277E-01 3.75171E-01 3.69517E-01
 2.87356E+00 3.50435E-01 4.56754E-01 5.62045E-01 7.90171E-01
 4.90196E+00 4.59545E-01 5.96567E-01 7.72784E-01 1.00000E+01
 8.33333E+00 5.37343E-01 6.95979E-01 9.53212E-01 1.00000E+01
 1.30208E+01 5.79220E-01 7.48137E-01 9.30447E-01 1.00000E+01
 2.19298E+01 6.00703E-01 7.72362E-01 9.58722E-01 1.00000E+01
 3.62319E+01 6.09179E-01 7.84315E-01 9.69848E-01 1.00000E+01
 6.41026E+01 6.07928E-01 7.90448E-01 9.73980E-01 1.00000E+01
 1.04167E+02 5.98654E-01 7.91201E-01 9.75583E-01 1.00000E+01
