 1.00000E-02 1.88841E-02 3.55564E-02 6.39689E-02 6.85606E-02
 2.00000E-02 1.89210E-02 3.55782E-02 6.39548E-02 6.85652E-02
 3.00000E-02 1.89652E-02 3.56204E-02 6.39313E-02 6.85300E-02
 4.00000E-02 1.90307E-02 3.56748E-02 6.38991E-02 6.84739E-02
 5.00000E-02 1.91150E-02 3.57450E-02 6.38604E-02 6.84115E-02
 6.00000E-02 1.92213E-02 3.58376E-02 6.38202E-02 6.83382E-02
 7.00000E-02 1.93538E-02 3.59569E-02 6.37884E-02 6.82695E-02
 8.00000E-02 1.95188E-02 3.61130E-02 6.37800E-02 6.82195E-02
 9.00000E-02 1.97243E-02 3.63193E-02 6.38161E-02 6.82124E-02
 1.00000E-01 1.99804E-02 3.65932E-02 6.39238E-02 6.82755E-02
 1.10000E-01 2.02992E-02 3.69543E-02 6.41356E-02 6.84439E-02
 1.20000E-01 2.06942E-02 3.74260E-02 6.44898E-02 6.87572E-02
 1.30000E-01 2.11801E-02 3.80335E-02 6.50277E-02 6.92612E-02
 1.40000E-01 2.17717E-02 3.88040E-02 6.57958E-02 7.00047E-02
 1.50000E-01 2.24842E-02 3.97646E-02 6.68415E-02 7.10381E-02
 1.60000E-01 2.33313E-02 4.09419E-02 6.82120E-02 7.24129E-02
 1.70000E-01 2.43253E-02 4.23594E-02 6.99512E-02 7.41757E-02
 1.80000E-01 2.54765E-02 4.40369E-02 7.20962E-02 7.63673E-02
 1.90000E-01 2.67924E-02 4.59895E-02 7.46760E-02 7.90188E-02
 2.00000E-01 2.82788E-02 4.82275E-02 7.77093E-02 8.21513E-02
 2.10000E-01 2.99393E-02 5.07567E-02 8.12055E-02 8.57742E-02
 2.20000E-01 3.17762E-02 5.35796E-02 8.51651E-02 8.98880E-02
 2.30000E-01 3.37910E-02 5.66960E-02 8.95818E-02 9.44853E-02
 2.40000E-01 3.59845E-02 6.01042E-02 9.44447E-02 9.95530E-02
 2.50000E-01 3.83575E-02 6.38016E-02 9.97398E-02 1.05074E-01
 2.60000E-01 4.09109E-02 6.77854E-02 1.05452E-01 1.11031E-01
 2.70000E-01 4.36456E-02 7.20531E-02 1.11565E-01 1.17403E-01
 2.80000E-01 4.65630E-02 7.66026E-02 1.18065E-01 1.24173E-01
 2.90000E-01 4.96646E-02 8.14321E-02 1.24937E-01 1.31322E-01
 3.00000E-01 5.29523E-02 8.65404E-02 1.32170E-01 1.38834E-01
 3.10000E-01 5.64283E-02 9.19271E-02 1.39751E-01 1.46695E-01
 3.20000E-01 6.00950E-02 9.75920E-02 1.47672E-01 1.54894E-01
 3.30000E-01 6.39549E-02 1.03535E-01 1.55925E-01 1.63419E-01
 3.40000E-01 6.80108E-02 1.09758E-01 1.64504E-01 1.72264E-01
 3.50000E-01 7.22656E-02 1.16261E-01 1.73405E-01 1.81422E-01
 3.60000E-01 7.67095E-02 1.23045E-01 1.82624E-01 1.90891E-01
 3.70000E-01 8.12241E-02 1.30111E-01 1.92161E-01 2.00669E-01
 3.80000E-01 8.57730E-02 1.37392E-01 2.02015E-01 2.10758E-01
 3.90000E-01 9.03476E-02 1.44719E-01 2.12187E-01 2.21160E-01
 4.00000E-01 9.49398E-02 1.52075E-01 2.22680E-01 2.31880E-01
 4.10000E-01 9.95419E-02 1.59447E-01 2.33446E-01 2.42926E-01
 4.20000E-01 1.04147E-01 1.66823E-01 2.44245E-01 2.54162E-01
 4.30000E-01 1.08747E-01 1.74192E-01 2.55034E-01 2.65390E-01
 4.40000E-01 1.13337E-01 1.81545E-01 2.65799E-01 2.76592E-01
 4.50000E-01 1.17911E-01 1.88871E-01 2.76526E-01 2.87754E-01
 4.60000E-01 1.22463E-01 1.96163E-01 2.87202E-01 2.98863E-01
 4.70000E-01 1.26989E-01 2.03412E-01 2.97815E-01 3.09907E-01
 4.80000E-01 1.31483E-01 2.10610E-01 3.08355E-01 3.20875E-01
 4.90000E-01 1.35942E-01 2.17752E-01 3.18811E-01 3.31756E-01
 5.00000E-01 1.40361E-01 2.24832E-01 3.29176E-01 3.42542E-01
 5.10000E-01 1.44738E-01 2.31843E-01 3.39441E-01 3.53223E-01
 5.20000E-01 1.49069E-01 2.38780E-01 3.49598E-01 3.63793E-01
 5.30000E-01 1.53352E-01 2.45640E-01 3.59642E-01 3.74245E-01
 5.40000E-01 1.57584E-01 2.52419E-01 3.69567E-01 3.84573E-01
 5.50000E-01 1.61763E-01 2.59113E-01 3.79367E-01 3.94771E-01
 5.60000E-01 1.65887E-01 2.65718E-01 3.89038E-01 4.04835E-01
 5.70000E-01 1.69954E-01 2.72234E-01 3.98577E-01 4.16508E-01
 5.80000E-01 1.73964E-01 2.78656E-01 4.07981E-01 4.29983E-01
 5.90000E-01 1.77914E-01 2.84984E-01 4.17246E-01 4.43587E-01
 6.00000E-01 1.81805E-01 2.91216E-01 4.26370E-01 4.57315E-01
 6.10000E-01 1.85635E-01 2.97351E-01 4.35352E-01 4.71164E-01
 6.20000E-01 1.89404E-01 3.03388E-01 4.44191E-01 4.85129E-01
 6.30000E-01 1.93111E-01 3.09326E-01 4.52884E-01 4.99207E-01
 6.40000E-01 1.96756E-01 3.15165E-01 4.61433E-01 5.13394E-01
 6.50000E-01 2.00339E-01 3.20904E-01 4.69836E-01 5.27686E-01
 6.60000E-01 2.03860E-01 3.26544E-01 4.78094E-01 5.42080E-01
 6.70000E-01 2.07319E-01 3.32085E-01 4.86206E-01 5.56572E-01
 6.80000E-01 2.10717E-01 3.37527E-01 4.94174E-01 5.71158E-01
 6.90000E-01 2.14053E-01 3.42871E-01 5.01997E-01 5.85835E-01
 7.00000E-01 2.17328E-01 3.48117E-01 5.09678E-01 6.00599E-01
 7.10000E-01 2.20542E-01 3.53266E-01 5.17217E-01 6.15447E-01
 7.20000E-01 2.23697E-01 3.58319E-01 5.24615E-01 6.30375E-01
 7.30000E-01 2.26792E-01 3.63277E-01 5.33911E-01 6.45380E-01
 7.40000E-01 2.29829E-01 3.68141E-01 5.45397E-01 6.60459E-01
 7.50000E-01 2.32807E-01 3.72912E-01 5.56799E-01 6.75607E-01
 7.60000E-01 2.35728E-01 3.77591E-01 5.68117E-01 6.90823E-01
 7.70000E-01 2.38593E-01 3.82179E-01 5.79348E-01 7.06103E-01
 7.80000E-01 2.41402E-01 3.86679E-01 5.90493E-01 7.21442E-01
 7.90000E-01 2.44156E-01 3.91090E-01 6.01549E-01 7.36839E-01
 8.00000E-01 2.46856E-01 3.95415E-01 6.12517E-01 7.52291E-01
 8.10000E-01 2.49502E-01 3.99655E-01 6.23395E-01 7.67793E-01
 8.20000E-01 2.52097E-01 4.03811E-01 6.34184E-01 7.83343E-01
 8.30000E-01 2.54640E-01 4.07884E-01 6.44881E-01 7.98939E-01
 8.40000E-01 2.57133E-01 4.11877E-01 6.55487E-01 8.14577E-01
 8.50000E-01 2.59576E-01 4.15791E-01 6.66002E-01 8.30254E-01
 8.60000E-01 2.61970E-01 4.19626E-01 6.76425E-01 8.45969E-01
